Fiscal Year,Region,Gender,Race/Ethnicity,Same Race/Ethnicity as Adoptive Parent,Age Group,Consummated Adoptions
2014,9-Midland,Male,African American,No,Six to Twelve Years Old,2
2014,9-Midland,Male,African American,No,Thirteen to Eighteen Years Old,2
2014,9-Midland,Male,Anglo,Yes,Birth to Five Years Old,12
2014,9-Midland,Male,Anglo,Yes,Six to Twelve Years Old,12
2014,9-Midland,Male,Anglo,Yes,Thirteen to Eighteen Years Old,4
2014,9-Midland,Male,Anglo,No,Birth to Five Years Old,8
2014,9-Midland,Male,Anglo,No,Six to Twelve Years Old,2
2014,9-Midland,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2014,9-Midland,Male,Hispanic,Yes,Birth to Five Years Old,12
2014,9-Midland,Male,Hispanic,Yes,Six to Twelve Years Old,9
2014,9-Midland,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,4
2014,9-Midland,Male,Hispanic,No,Birth to Five Years Old,20
2014,9-Midland,Male,Hispanic,No,Six to Twelve Years Old,9
2014,9-Midland,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2014,9-Midland,Male,Other,No,Birth to Five Years Old,5
2014,9-Midland,Male,Other,No,Six to Twelve Years Old,2
2014,10-El Paso,Female,African American,Yes,Birth to Five Years Old,1
2014,10-El Paso,Female,African American,Yes,Six to Twelve Years Old,1
2014,10-El Paso,Female,African American,No,Birth to Five Years Old,2
2014,10-El Paso,Female,Anglo,Yes,Birth to Five Years Old,1
2014,10-El Paso,Female,Anglo,Yes,Six to Twelve Years Old,1
2014,10-El Paso,Female,Anglo,No,Birth to Five Years Old,1
2014,10-El Paso,Female,Asian,Yes,Birth to Five Years Old,1
2014,10-El Paso,Female,Hispanic,Yes,Birth to Five Years Old,17
2014,10-El Paso,Female,Hispanic,Yes,Six to Twelve Years Old,10
2014,10-El Paso,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2014,10-El Paso,Female,Hispanic,No,Birth to Five Years Old,3
2014,10-El Paso,Female,Hispanic,No,Six to Twelve Years Old,5
2014,10-El Paso,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2014,10-El Paso,Female,Other,No,Birth to Five Years Old,2
2014,10-El Paso,Male,African American,Yes,Birth to Five Years Old,1
2014,10-El Paso,Male,African American,Yes,Six to Twelve Years Old,1
2014,10-El Paso,Male,African American,No,Birth to Five Years Old,4
2014,10-El Paso,Male,Anglo,Yes,Birth to Five Years Old,2
2014,10-El Paso,Male,Anglo,Yes,Six to Twelve Years Old,2
2014,10-El Paso,Male,Anglo,No,Birth to Five Years Old,3
2014,10-El Paso,Male,Hispanic,Yes,Birth to Five Years Old,12
2014,10-El Paso,Male,Hispanic,Yes,Six to Twelve Years Old,12
2014,10-El Paso,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,2
2014,10-El Paso,Male,Hispanic,No,Birth to Five Years Old,6
2014,10-El Paso,Male,Hispanic,No,Six to Twelve Years Old,4
2014,10-El Paso,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2014,10-El Paso,Male,Other,No,Birth to Five Years Old,1
2014,11-Edinburg,Female,African American,Yes,Thirteen to Eighteen Years Old,1
2014,11-Edinburg,Female,Anglo,Yes,Birth to Five Years Old,3
2014,11-Edinburg,Female,Anglo,No,Six to Twelve Years Old,1
2014,11-Edinburg,Female,Hispanic,Yes,Birth to Five Years Old,13
2014,11-Edinburg,Female,Hispanic,Yes,Six to Twelve Years Old,14
2014,11-Edinburg,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,8
2014,11-Edinburg,Female,Hispanic,No,Birth to Five Years Old,13
2014,11-Edinburg,Female,Hispanic,No,Six to Twelve Years Old,14
2014,11-Edinburg,Female,Hispanic,No,Thirteen to Eighteen Years Old,3
2014,11-Edinburg,Male,African American,Yes,Birth to Five Years Old,1
2014,11-Edinburg,Male,African American,Yes,Six to Twelve Years Old,1
2014,11-Edinburg,Male,African American,Yes,Thirteen to Eighteen Years Old,1
2014,11-Edinburg,Male,Anglo,Yes,Birth to Five Years Old,3
2014,11-Edinburg,Male,Anglo,Yes,Six to Twelve Years Old,1
2014,11-Edinburg,Male,Anglo,Yes,Thirteen to Eighteen Years Old,1
2014,11-Edinburg,Male,Anglo,No,Birth to Five Years Old,3
2014,11-Edinburg,Male,Hispanic,Yes,Birth to Five Years Old,15
2014,11-Edinburg,Male,Hispanic,Yes,Six to Twelve Years Old,15
2014,11-Edinburg,Male,Hispanic,No,Birth to Five Years Old,19
2014,11-Edinburg,Male,Hispanic,No,Six to Twelve Years Old,13
2014,11-Edinburg,Male,Hispanic,No,Thirteen to Eighteen Years Old,8
2014,11-Edinburg,Male,Other,No,Birth to Five Years Old,1
2013,1-Lubbock,Female,African American,Yes,Birth to Five Years Old,6
2013,1-Lubbock,Female,African American,Yes,Six to Twelve Years Old,6
2013,1-Lubbock,Female,African American,No,Birth to Five Years Old,5
2013,1-Lubbock,Female,Anglo,Yes,Birth to Five Years Old,12
2013,1-Lubbock,Female,Anglo,Yes,Six to Twelve Years Old,16
2013,1-Lubbock,Female,Anglo,Yes,Thirteen to Eighteen Years Old,6
2013,1-Lubbock,Female,Anglo,No,Birth to Five Years Old,4
2013,1-Lubbock,Female,Anglo,No,Six to Twelve Years Old,2
2013,1-Lubbock,Female,Anglo,No,Thirteen to Eighteen Years Old,2
2013,1-Lubbock,Female,Asian,Yes,Birth to Five Years Old,1
2013,1-Lubbock,Female,Hispanic,Yes,Birth to Five Years Old,14
2013,1-Lubbock,Female,Hispanic,Yes,Six to Twelve Years Old,15
2013,1-Lubbock,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2013,1-Lubbock,Female,Hispanic,No,Birth to Five Years Old,22
2013,1-Lubbock,Female,Hispanic,No,Six to Twelve Years Old,16
2013,1-Lubbock,Female,Hispanic,No,Thirteen to Eighteen Years Old,7
2013,1-Lubbock,Female,Other,No,Birth to Five Years Old,3
2013,1-Lubbock,Male,African American,Yes,Birth to Five Years Old,3
2013,1-Lubbock,Male,African American,No,Birth to Five Years Old,6
2013,1-Lubbock,Male,African American,No,Six to Twelve Years Old,2
2013,1-Lubbock,Male,Anglo,Yes,Birth to Five Years Old,20
2013,1-Lubbock,Male,Anglo,Yes,Six to Twelve Years Old,17
2013,1-Lubbock,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2013,1-Lubbock,Male,Anglo,No,Birth to Five Years Old,3
2013,1-Lubbock,Male,Anglo,No,Six to Twelve Years Old,3
2013,1-Lubbock,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2013,1-Lubbock,Male,Hispanic,Yes,Birth to Five Years Old,23
2013,1-Lubbock,Male,Hispanic,Yes,Six to Twelve Years Old,10
2013,1-Lubbock,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2013,1-Lubbock,Male,Hispanic,No,Birth to Five Years Old,21
2013,1-Lubbock,Male,Hispanic,No,Six to Twelve Years Old,12
2013,1-Lubbock,Male,Hispanic,No,Thirteen to Eighteen Years Old,5
2013,1-Lubbock,Male,Native American,No,Thirteen to Eighteen Years Old,1
2013,1-Lubbock,Male,Other,No,Birth to Five Years Old,6
2013,1-Lubbock,Male,Other,No,Six to Twelve Years Old,3
2013,2-Abilene,Female,African American,Yes,Birth to Five Years Old,1
2013,2-Abilene,Female,African American,No,Birth to Five Years Old,1
2013,2-Abilene,Female,Anglo,Yes,Birth to Five Years Old,14
2013,2-Abilene,Female,Anglo,Yes,Six to Twelve Years Old,7
2013,2-Abilene,Female,Anglo,Yes,Thirteen to Eighteen Years Old,2
2013,2-Abilene,Female,Anglo,No,Birth to Five Years Old,1
2013,2-Abilene,Female,Anglo,No,Six to Twelve Years Old,1
2013,2-Abilene,Female,Hispanic,Yes,Six to Twelve Years Old,1
2013,2-Abilene,Female,Hispanic,No,Birth to Five Years Old,4
2013,2-Abilene,Female,Hispanic,No,Six to Twelve Years Old,5
2013,2-Abilene,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2013,2-Abilene,Female,Other,No,Six to Twelve Years Old,1
2013,2-Abilene,Female,Other,No,Thirteen to Eighteen Years Old,1
2013,2-Abilene,Male,African American,No,Birth to Five Years Old,1
2013,2-Abilene,Male,Anglo,Yes,Birth to Five Years Old,20
2013,2-Abilene,Male,Anglo,Yes,Six to Twelve Years Old,8
2013,2-Abilene,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2013,2-Abilene,Male,Anglo,No,Birth to Five Years Old,5
2013,2-Abilene,Male,Anglo,No,Six to Twelve Years Old,1
2013,2-Abilene,Male,Hispanic,Yes,Birth to Five Years Old,2
2013,2-Abilene,Male,Hispanic,No,Birth to Five Years Old,17
2013,2-Abilene,Male,Hispanic,No,Six to Twelve Years Old,6
2013,2-Abilene,Male,Hispanic,No,Thirteen to Eighteen Years Old,1
2013,2-Abilene,Male,Other,No,Birth to Five Years Old,3
2013,2-Abilene,Male,Other,No,Thirteen to Eighteen Years Old,1
2013,3-Arlington,Female,African American,Yes,Birth to Five Years Old,36
2013,3-Arlington,Female,African American,Yes,Six to Twelve Years Old,28
2013,3-Arlington,Female,African American,Yes,Thirteen to Eighteen Years Old,6
2013,3-Arlington,Female,African American,No,Birth to Five Years Old,18
2013,3-Arlington,Female,African American,No,Six to Twelve Years Old,2
2013,3-Arlington,Female,African American,No,Thirteen to Eighteen Years Old,2
2013,3-Arlington,Female,Anglo,Yes,Birth to Five Years Old,75
2013,3-Arlington,Female,Anglo,Yes,Six to Twelve Years Old,46
2013,3-Arlington,Female,Anglo,Yes,Thirteen to Eighteen Years Old,8
2013,3-Arlington,Female,Anglo,No,Birth to Five Years Old,16
2013,3-Arlington,Female,Anglo,No,Six to Twelve Years Old,5
2013,3-Arlington,Female,Anglo,No,Thirteen to Eighteen Years Old,3
2013,3-Arlington,Female,Asian,No,Birth to Five Years Old,1
2013,3-Arlington,Female,Hispanic,Yes,Birth to Five Years Old,22
2013,3-Arlington,Female,Hispanic,Yes,Six to Twelve Years Old,15
2013,3-Arlington,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2013,3-Arlington,Female,Hispanic,No,Birth to Five Years Old,37
2013,3-Arlington,Female,Hispanic,No,Six to Twelve Years Old,30
2013,3-Arlington,Female,Hispanic,No,Thirteen to Eighteen Years Old,10
2013,3-Arlington,Female,Native American,No,Six to Twelve Years Old,1
2013,3-Arlington,Female,Native American,No,Thirteen to Eighteen Years Old,1
2013,3-Arlington,Female,Other,No,Birth to Five Years Old,23
2013,3-Arlington,Female,Other,No,Six to Twelve Years Old,12
2013,3-Arlington,Male,African American,Yes,Birth to Five Years Old,40
2013,3-Arlington,Male,African American,Yes,Six to Twelve Years Old,27
2013,3-Arlington,Male,African American,Yes,Thirteen to Eighteen Years Old,9
2013,3-Arlington,Male,African American,No,Birth to Five Years Old,24
2013,3-Arlington,Male,African American,No,Six to Twelve Years Old,4
2013,3-Arlington,Male,African American,No,Thirteen to Eighteen Years Old,4
2013,3-Arlington,Male,Anglo,Yes,Birth to Five Years Old,111
2013,3-Arlington,Male,Anglo,Yes,Six to Twelve Years Old,40
2013,3-Arlington,Male,Anglo,Yes,Thirteen to Eighteen Years Old,7
2013,3-Arlington,Male,Anglo,No,Birth to Five Years Old,23
2013,3-Arlington,Male,Anglo,No,Six to Twelve Years Old,10
2013,3-Arlington,Male,Anglo,No,Thirteen to Eighteen Years Old,5
2013,3-Arlington,Male,Asian,No,Birth to Five Years Old,1
2013,3-Arlington,Male,Hispanic,Yes,Birth to Five Years Old,27
2013,3-Arlington,Male,Hispanic,Yes,Six to Twelve Years Old,11
2013,3-Arlington,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2013,3-Arlington,Male,Hispanic,No,Birth to Five Years Old,44
2013,3-Arlington,Male,Hispanic,No,Six to Twelve Years Old,24
2013,3-Arlington,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2013,3-Arlington,Male,Other,No,Birth to Five Years Old,41
2013,3-Arlington,Male,Other,No,Six to Twelve Years Old,10
2013,3-Arlington,Male,Other,No,Thirteen to Eighteen Years Old,6
2013,4-Tyler,Female,African American,Yes,Birth to Five Years Old,11
2013,4-Tyler,Female,African American,Yes,Six to Twelve Years Old,9
2013,4-Tyler,Female,African American,No,Birth to Five Years Old,5
2013,4-Tyler,Female,African American,No,Six to Twelve Years Old,1
2013,4-Tyler,Female,Anglo,Yes,Birth to Five Years Old,46
2013,4-Tyler,Female,Anglo,Yes,Six to Twelve Years Old,13
2013,4-Tyler,Female,Anglo,Yes,Thirteen to Eighteen Years Old,5
2013,4-Tyler,Female,Anglo,No,Birth to Five Years Old,8
2013,4-Tyler,Female,Anglo,No,Six to Twelve Years Old,1
2013,4-Tyler,Female,Hispanic,Yes,Birth to Five Years Old,1
2013,4-Tyler,Female,Hispanic,No,Birth to Five Years Old,13
2013,4-Tyler,Female,Hispanic,No,Six to Twelve Years Old,4
2013,4-Tyler,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2013,4-Tyler,Female,Other,No,Birth to Five Years Old,11
2013,4-Tyler,Female,Other,No,Six to Twelve Years Old,3
2013,4-Tyler,Male,African American,Yes,Birth to Five Years Old,8
2013,4-Tyler,Male,African American,Yes,Six to Twelve Years Old,5
2013,4-Tyler,Male,African American,Yes,Thirteen to Eighteen Years Old,4
2013,4-Tyler,Male,African American,No,Birth to Five Years Old,9
2013,4-Tyler,Male,African American,No,Six to Twelve Years Old,2
2013,4-Tyler,Male,African American,No,Thirteen to Eighteen Years Old,1
2013,4-Tyler,Male,Anglo,Yes,Birth to Five Years Old,41
2013,4-Tyler,Male,Anglo,Yes,Six to Twelve Years Old,27
2013,4-Tyler,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2013,4-Tyler,Male,Anglo,No,Birth to Five Years Old,6
2013,4-Tyler,Male,Anglo,No,Six to Twelve Years Old,1
2013,4-Tyler,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2013,4-Tyler,Male,Hispanic,Yes,Birth to Five Years Old,3
2013,4-Tyler,Male,Hispanic,No,Birth to Five Years Old,13
2013,4-Tyler,Male,Hispanic,No,Six to Twelve Years Old,5
2013,4-Tyler,Male,Other,No,Birth to Five Years Old,8
2013,4-Tyler,Male,Other,No,Six to Twelve Years Old,3
2013,5-Beaumont,Female,African American,Yes,Birth to Five Years Old,14
2013,5-Beaumont,Female,African American,Yes,Six to Twelve Years Old,8
2013,5-Beaumont,Female,African American,Yes,Thirteen to Eighteen Years Old,2
2013,5-Beaumont,Female,African American,No,Birth to Five Years Old,2
2013,5-Beaumont,Female,Anglo,Yes,Birth to Five Years Old,28
2013,5-Beaumont,Female,Anglo,Yes,Six to Twelve Years Old,15
2013,5-Beaumont,Female,Anglo,Yes,Thirteen to Eighteen Years Old,6
2013,5-Beaumont,Female,Hispanic,Yes,Six to Twelve Years Old,1
2013,5-Beaumont,Female,Hispanic,No,Birth to Five Years Old,6
2013,5-Beaumont,Female,Hispanic,No,Six to Twelve Years Old,1
2013,5-Beaumont,Female,Native American,No,Six to Twelve Years Old,1
2013,5-Beaumont,Female,Other,No,Birth to Five Years Old,6
2013,5-Beaumont,Female,Other,No,Six to Twelve Years Old,3
2013,5-Beaumont,Female,Other,No,Thirteen to Eighteen Years Old,1
2013,5-Beaumont,Male,African American,Yes,Birth to Five Years Old,16
2013,5-Beaumont,Male,African American,Yes,Six to Twelve Years Old,8
2013,5-Beaumont,Male,African American,Yes,Thirteen to Eighteen Years Old,3
2013,5-Beaumont,Male,African American,No,Birth to Five Years Old,6
2013,5-Beaumont,Male,Anglo,Yes,Birth to Five Years Old,22
2013,5-Beaumont,Male,Anglo,Yes,Six to Twelve Years Old,11
2013,5-Beaumont,Male,Anglo,No,Birth to Five Years Old,2
2013,5-Beaumont,Male,Hispanic,Yes,Birth to Five Years Old,4
2013,5-Beaumont,Male,Hispanic,Yes,Six to Twelve Years Old,1
2013,5-Beaumont,Male,Hispanic,No,Birth to Five Years Old,2
2013,5-Beaumont,Male,Hispanic,No,Six to Twelve Years Old,5
2013,5-Beaumont,Male,Hispanic,No,Thirteen to Eighteen Years Old,1
2013,5-Beaumont,Male,Other,No,Birth to Five Years Old,7
2013,5-Beaumont,Male,Other,No,Six to Twelve Years Old,1
2013,6-Houston,Female,African American,Yes,Birth to Five Years Old,151
2013,6-Houston,Female,African American,Yes,Six to Twelve Years Old,89
2013,6-Houston,Female,African American,Yes,Thirteen to Eighteen Years Old,24
2013,6-Houston,Female,African American,No,Birth to Five Years Old,26
2013,6-Houston,Female,African American,No,Six to Twelve Years Old,11
2013,6-Houston,Female,African American,No,Thirteen to Eighteen Years Old,2
2013,6-Houston,Female,Anglo,Yes,Birth to Five Years Old,57
2013,6-Houston,Female,Anglo,Yes,Six to Twelve Years Old,30
2013,6-Houston,Female,Anglo,Yes,Thirteen to Eighteen Years Old,10
2013,6-Houston,Female,Anglo,No,Birth to Five Years Old,7
2013,6-Houston,Female,Anglo,No,Six to Twelve Years Old,9
2013,6-Houston,Female,Anglo,No,Thirteen to Eighteen Years Old,3
2013,6-Houston,Female,Asian,Yes,Birth to Five Years Old,1
2013,6-Houston,Female,Asian,Yes,Six to Twelve Years Old,3
2013,6-Houston,Female,Asian,No,Six to Twelve Years Old,3
2013,6-Houston,Female,Asian,No,Thirteen to Eighteen Years Old,2
2013,6-Houston,Female,Hispanic,Yes,Birth to Five Years Old,38
2013,6-Houston,Female,Hispanic,Yes,Six to Twelve Years Old,24
2013,6-Houston,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2013,6-Houston,Female,Hispanic,No,Birth to Five Years Old,59
2013,6-Houston,Female,Hispanic,No,Six to Twelve Years Old,27
2013,6-Houston,Female,Hispanic,No,Thirteen to Eighteen Years Old,7
2013,6-Houston,Female,Native American,No,Six to Twelve Years Old,3
2013,6-Houston,Female,Other,No,Birth to Five Years Old,15
2013,6-Houston,Female,Other,No,Six to Twelve Years Old,11
2013,6-Houston,Male,African American,Yes,Birth to Five Years Old,148
2013,6-Houston,Male,African American,Yes,Six to Twelve Years Old,100
2013,6-Houston,Male,African American,Yes,Thirteen to Eighteen Years Old,31
2013,6-Houston,Male,African American,No,Birth to Five Years Old,29
2013,6-Houston,Male,African American,No,Six to Twelve Years Old,12
2013,6-Houston,Male,African American,No,Thirteen to Eighteen Years Old,6
2013,6-Houston,Male,Anglo,Yes,Birth to Five Years Old,57
2013,6-Houston,Male,Anglo,Yes,Six to Twelve Years Old,30
2013,6-Houston,Male,Anglo,Yes,Thirteen to Eighteen Years Old,9
2013,6-Houston,Male,Anglo,No,Birth to Five Years Old,18
2013,6-Houston,Male,Anglo,No,Six to Twelve Years Old,5
2013,6-Houston,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2013,6-Houston,Male,Asian,Yes,Birth to Five Years Old,1
2013,6-Houston,Male,Asian,Yes,Six to Twelve Years Old,1
2013,6-Houston,Male,Asian,No,Birth to Five Years Old,2
2013,6-Houston,Male,Hispanic,Yes,Birth to Five Years Old,37
2013,6-Houston,Male,Hispanic,Yes,Six to Twelve Years Old,25
2013,6-Houston,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2013,6-Houston,Male,Hispanic,No,Birth to Five Years Old,72
2013,6-Houston,Male,Hispanic,No,Six to Twelve Years Old,25
2013,6-Houston,Male,Hispanic,No,Thirteen to Eighteen Years Old,7
2013,6-Houston,Male,Native American,No,Six to Twelve Years Old,3
2013,6-Houston,Male,Other,No,Birth to Five Years Old,23
2013,6-Houston,Male,Other,No,Six to Twelve Years Old,9
2013,6-Houston,Male,Other,No,Thirteen to Eighteen Years Old,5
2013,7-Austin,Female,African American,Yes,Birth to Five Years Old,27
2013,7-Austin,Female,African American,Yes,Six to Twelve Years Old,13
2013,7-Austin,Female,African American,Yes,Thirteen to Eighteen Years Old,4
2013,7-Austin,Female,African American,No,Birth to Five Years Old,21
2013,7-Austin,Female,African American,No,Six to Twelve Years Old,3
2013,7-Austin,Female,African American,No,Thirteen to Eighteen Years Old,1
2013,7-Austin,Female,Anglo,Yes,Birth to Five Years Old,44
2013,7-Austin,Female,Anglo,Yes,Six to Twelve Years Old,28
2013,7-Austin,Female,Anglo,Yes,Thirteen to Eighteen Years Old,6
2013,7-Austin,Female,Anglo,No,Birth to Five Years Old,15
2013,7-Austin,Female,Anglo,No,Six to Twelve Years Old,6
2013,7-Austin,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2013,7-Austin,Female,Asian,No,Birth to Five Years Old,1
2013,7-Austin,Female,Hispanic,Yes,Birth to Five Years Old,25
2013,7-Austin,Female,Hispanic,Yes,Six to Twelve Years Old,9
2013,7-Austin,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,11
2013,7-Austin,Female,Hispanic,No,Birth to Five Years Old,57
2013,7-Austin,Female,Hispanic,No,Six to Twelve Years Old,33
2013,7-Austin,Female,Hispanic,No,Thirteen to Eighteen Years Old,10
2013,7-Austin,Female,Other,No,Birth to Five Years Old,11
2013,7-Austin,Female,Other,No,Six to Twelve Years Old,8
2013,7-Austin,Female,Other,No,Thirteen to Eighteen Years Old,1
2013,7-Austin,Male,African American,Yes,Birth to Five Years Old,33
2013,7-Austin,Male,African American,Yes,Six to Twelve Years Old,15
2013,7-Austin,Male,African American,Yes,Thirteen to Eighteen Years Old,3
2013,7-Austin,Male,African American,No,Birth to Five Years Old,19
2013,7-Austin,Male,African American,No,Six to Twelve Years Old,7
2013,7-Austin,Male,African American,No,Thirteen to Eighteen Years Old,2
2013,7-Austin,Male,Anglo,Yes,Birth to Five Years Old,48
2013,7-Austin,Male,Anglo,Yes,Six to Twelve Years Old,21
2013,7-Austin,Male,Anglo,Yes,Thirteen to Eighteen Years Old,6
2013,7-Austin,Male,Anglo,No,Birth to Five Years Old,15
2013,7-Austin,Male,Anglo,No,Six to Twelve Years Old,9
2013,7-Austin,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2013,7-Austin,Male,Hispanic,Yes,Birth to Five Years Old,36
2013,7-Austin,Male,Hispanic,Yes,Six to Twelve Years Old,16
2013,7-Austin,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,7
2013,7-Austin,Male,Hispanic,No,Birth to Five Years Old,42
2013,7-Austin,Male,Hispanic,No,Six to Twelve Years Old,23
2013,7-Austin,Male,Hispanic,No,Thirteen to Eighteen Years Old,13
