Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Disabling Condition,Children in Adoption Placements
2014,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2014,9-Midland,Female,Other,Birth to Five Years Old,Learning Disability,1
2014,9-Midland,Female,Other,Six to Twelve Years Old,Learning Disability,1
2014,9-Midland,Female,Unknown,Birth to Five Years Old,Learning Disability,1
2014,9-Midland,Male,African American,Six to Twelve Years Old,Learning Disability,1
2014,9-Midland,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2014,9-Midland,Male,Anglo,Birth to Five Years Old,Learning Disability,4
2014,9-Midland,Male,Anglo,Six to Twelve Years Old,Learning Disability,8
2014,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,3
2014,9-Midland,Male,Hispanic,Birth to Five Years Old,Learning Disability,1
2014,9-Midland,Male,Hispanic,Six to Twelve Years Old,Learning Disability,10
2014,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,6
2014,9-Midland,Female,Anglo,Birth to Five Years Old,Medically Involved,1
2014,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2014,9-Midland,Female,Hispanic,Birth to Five Years Old,Medically Involved,1
2014,9-Midland,Male,Anglo,Birth to Five Years Old,Medically Involved,3
2014,9-Midland,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2014,9-Midland,Male,Hispanic,Six to Twelve Years Old,Medically Involved,4
2014,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,2
2014,9-Midland,Male,Other,Birth to Five Years Old,Medically Involved,1
2014,9-Midland,Female,Hispanic,Birth to Five Years Old,Physical,1
2014,9-Midland,Female,Unknown,Birth to Five Years Old,Physical,1
2014,9-Midland,Male,Anglo,Birth to Five Years Old,Physical,1
2014,9-Midland,Male,Hispanic,Birth to Five Years Old,Physical,1
2014,9-Midland,Male,Hispanic,Six to Twelve Years Old,Physical,1
2014,10-El Paso,Female,African American,Birth to Five Years Old,Drug or Alcohol,1
2014,10-El Paso,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,2
2014,10-El Paso,Male,African American,Birth to Five Years Old,Drug or Alcohol,1
2014,10-El Paso,Female,African American,Birth to Five Years Old,Emotionally Disturbed,1
2014,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2014,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2014,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,10-El Paso,Female,African American,Birth to Five Years Old,Learning Disability,1
2014,10-El Paso,Female,Hispanic,Birth to Five Years Old,Learning Disability,3
2014,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Learning Disability,7
2014,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2014,10-El Paso,Male,African American,Six to Twelve Years Old,Learning Disability,1
2014,10-El Paso,Male,Anglo,Six to Twelve Years Old,Learning Disability,1
2014,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Learning Disability,8
2014,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,2
2014,10-El Paso,Female,Hispanic,Birth to Five Years Old,Medically Involved,2
2014,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2014,10-El Paso,Male,Hispanic,Birth to Five Years Old,Medically Involved,3
2014,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Medically Involved,1
2014,10-El Paso,Male,Hispanic,Birth to Five Years Old,Other Disabling Condition,1
2014,11-Edinburg,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,1
2014,11-Edinburg,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,5
2014,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2014,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,9
2014,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,4
2014,11-Edinburg,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2014,11-Edinburg,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2014,11-Edinburg,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2014,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,5
2014,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2014,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2014,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,8
2014,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2014,11-Edinburg,Male,Hispanic,,Emotionally Disturbed,1
2014,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,Learning Disability,3
2014,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2014,11-Edinburg,Male,Anglo,Birth to Five Years Old,Learning Disability,2
2014,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Learning Disability,3
2014,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,Learning Disability,8
2014,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2014,11-Edinburg,Male,Hispanic,,Learning Disability,1
2014,11-Edinburg,Female,Hispanic,Birth to Five Years Old,Medically Involved,2
2014,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,Medically Involved,1
2014,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2014,11-Edinburg,Male,Anglo,Birth to Five Years Old,Medically Involved,1
2014,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Medically Involved,1
2014,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,Medically Involved,2
2013,1-Lubbock,Female,African American,Birth to Five Years Old,Drug or Alcohol,2
2013,1-Lubbock,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,3
2013,1-Lubbock,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2013,1-Lubbock,Female,Asian,Birth to Five Years Old,Drug or Alcohol,1
2013,1-Lubbock,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,6
2013,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2013,1-Lubbock,Male,African American,Birth to Five Years Old,Drug or Alcohol,3
2013,1-Lubbock,Male,African American,Six to Twelve Years Old,Drug or Alcohol,1
2013,1-Lubbock,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,6
2013,1-Lubbock,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2013,1-Lubbock,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,8
2013,1-Lubbock,Male,Other,Birth to Five Years Old,Drug or Alcohol,1
2013,1-Lubbock,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,3
2013,1-Lubbock,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,3
2013,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2013,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,1
2013,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2013,1-Lubbock,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,1
2013,1-Lubbock,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2013,1-Lubbock,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2013,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2013,1-Lubbock,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2013,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,5
2013,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2013,1-Lubbock,Female,African American,Six to Twelve Years Old,Learning Disability,2
2013,1-Lubbock,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2013,1-Lubbock,Female,Anglo,Birth to Five Years Old,Learning Disability,1
2013,1-Lubbock,Female,Anglo,Six to Twelve Years Old,Learning Disability,4
2013,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2013,1-Lubbock,Female,Asian,Birth to Five Years Old,Learning Disability,1
2013,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,Learning Disability,1
2013,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,2
2013,1-Lubbock,Male,African American,Six to Twelve Years Old,Learning Disability,1
2013,1-Lubbock,Male,Anglo,Birth to Five Years Old,Learning Disability,3
2013,1-Lubbock,Male,Anglo,Six to Twelve Years Old,Learning Disability,6
2013,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2013,1-Lubbock,Male,Hispanic,Birth to Five Years Old,Learning Disability,3
2013,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,Learning Disability,6
2013,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2013,1-Lubbock,Female,African American,Birth to Five Years Old,Medically Involved,1
2013,1-Lubbock,Female,African American,Six to Twelve Years Old,Medically Involved,2
2013,1-Lubbock,Female,Anglo,Six to Twelve Years Old,Medically Involved,2
2013,1-Lubbock,Female,Hispanic,Birth to Five Years Old,Medically Involved,1
2013,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,Medically Involved,1
2013,1-Lubbock,Male,Anglo,Birth to Five Years Old,Medically Involved,2
2013,1-Lubbock,Male,Anglo,Six to Twelve Years Old,Medically Involved,3
2013,1-Lubbock,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2013,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,Medically Involved,1
2013,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2013,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,Physical,1
2013,2-Abilene,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,4
2013,2-Abilene,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,7
2013,2-Abilene,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2013,2-Abilene,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,5
2013,2-Abilene,Male,Other,Birth to Five Years Old,Drug or Alcohol,1
2013,2-Abilene,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2013,2-Abilene,Female,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2013,2-Abilene,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2013,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2013,2-Abilene,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2013,2-Abilene,Female,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2013,2-Abilene,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,3
2013,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2013,2-Abilene,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,3
2013,2-Abilene,Male,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2013,2-Abilene,Female,Anglo,Birth to Five Years Old,Learning Disability,2
2013,2-Abilene,Female,Anglo,Six to Twelve Years Old,Learning Disability,1
2013,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2013,2-Abilene,Female,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2013,2-Abilene,Male,Anglo,Six to Twelve Years Old,Learning Disability,3
2013,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2013,2-Abilene,Male,Hispanic,Six to Twelve Years Old,Learning Disability,3
2013,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2013,2-Abilene,Male,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2013,2-Abilene,Female,African American,Birth to Five Years Old,Medically Involved,1
2013,2-Abilene,Female,Anglo,Birth to Five Years Old,Medically Involved,2
2013,2-Abilene,Female,Other,Thirteen to Seventeen Years Old,Medically Involved,1
2013,2-Abilene,Male,Anglo,Birth to Five Years Old,Medically Involved,1
2013,2-Abilene,Male,Anglo,Six to Twelve Years Old,Medically Involved,1
2013,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2013,2-Abilene,Male,Hispanic,Birth to Five Years Old,Medically Involved,1
2013,3-Arlington,Female,African American,Birth to Five Years Old,Drug or Alcohol,25
2013,3-Arlington,Female,African American,Six to Twelve Years Old,Drug or Alcohol,1
2013,3-Arlington,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,27
2013,3-Arlington,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2013,3-Arlington,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,19
2013,3-Arlington,Female,Other,Birth to Five Years Old,Drug or Alcohol,3
2013,3-Arlington,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,4
2013,3-Arlington,Male,African American,Birth to Five Years Old,Drug or Alcohol,21
2013,3-Arlington,Male,African American,Six to Twelve Years Old,Drug or Alcohol,3
2013,3-Arlington,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,36
2013,3-Arlington,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2013,3-Arlington,Male,Asian,Birth to Five Years Old,Drug or Alcohol,1
2013,3-Arlington,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,20
2013,3-Arlington,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2013,3-Arlington,Male,Other,Birth to Five Years Old,Drug or Alcohol,3
2013,3-Arlington,Male,Other,Six to Twelve Years Old,Drug or Alcohol,2
2013,3-Arlington,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,5
2013,3-Arlington,Female,African American,Birth to Five Years Old,Emotionally Disturbed,2
2013,3-Arlington,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,8
2013,3-Arlington,Female,Anglo,Birth to Five Years Old,Emotionally Disturbed,2
2013,3-Arlington,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,7
2013,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,8
2013,3-Arlington,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,4
2013,3-Arlington,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,4
2013,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2013,3-Arlington,Female,Other,Birth to Five Years Old,Emotionally Disturbed,1
2013,3-Arlington,Male,African American,Birth to Five Years Old,Emotionally Disturbed,3
2013,3-Arlington,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,6
2013,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,8
2013,3-Arlington,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,3
2013,3-Arlington,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,14
2013,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,6
2013,3-Arlington,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,3
2013,3-Arlington,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,3
2013,3-Arlington,Male,Other,Birth to Five Years Old,Emotionally Disturbed,1
2013,3-Arlington,Male,Other,Six to Twelve Years Old,Emotionally Disturbed,3
2013,3-Arlington,Male,Other,,Emotionally Disturbed,1
2013,3-Arlington,Female,African American,Birth to Five Years Old,Learning Disability,4
2013,3-Arlington,Female,African American,Six to Twelve Years Old,Learning Disability,5
2013,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2013,3-Arlington,Female,Anglo,Birth to Five Years Old,Learning Disability,7
2013,3-Arlington,Female,Anglo,Six to Twelve Years Old,Learning Disability,7
2013,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,8
2013,3-Arlington,Female,Hispanic,Birth to Five Years Old,Learning Disability,8
2013,3-Arlington,Female,Hispanic,Six to Twelve Years Old,Learning Disability,6
2013,3-Arlington,Male,African American,Birth to Five Years Old,Learning Disability,5
2013,3-Arlington,Male,African American,Six to Twelve Years Old,Learning Disability,12
2013,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,6
2013,3-Arlington,Male,Anglo,Birth to Five Years Old,Learning Disability,11
2013,3-Arlington,Male,Anglo,Six to Twelve Years Old,Learning Disability,15
2013,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,7
2013,3-Arlington,Male,Hispanic,Birth to Five Years Old,Learning Disability,13
2013,3-Arlington,Male,Hispanic,Six to Twelve Years Old,Learning Disability,7
2013,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2013,3-Arlington,Male,Other,Birth to Five Years Old,Learning Disability,3
2013,3-Arlington,Male,Other,Six to Twelve Years Old,Learning Disability,2
2013,3-Arlington,Male,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2013,3-Arlington,Male,Other,,Learning Disability,1
2013,3-Arlington,Female,African American,Birth to Five Years Old,Medically Involved,3
2013,3-Arlington,Female,African American,Six to Twelve Years Old,Medically Involved,1
2013,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,Medically Involved,1
2013,3-Arlington,Female,Anglo,Birth to Five Years Old,Medically Involved,6
2013,3-Arlington,Female,Anglo,Six to Twelve Years Old,Medically Involved,2
2013,3-Arlington,Female,Asian,Birth to Five Years Old,Medically Involved,1
2013,3-Arlington,Female,Hispanic,Birth to Five Years Old,Medically Involved,3
2013,3-Arlington,Female,Hispanic,Six to Twelve Years Old,Medically Involved,1
2013,3-Arlington,Female,Hispanic,,Medically Involved,1
2013,3-Arlington,Female,Other,Birth to Five Years Old,Medically Involved,1
2013,3-Arlington,Male,African American,Birth to Five Years Old,Medically Involved,5
2013,3-Arlington,Male,African American,Six to Twelve Years Old,Medically Involved,3
2013,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,Medically Involved,2
2013,3-Arlington,Male,Anglo,Birth to Five Years Old,Medically Involved,6
2013,3-Arlington,Male,Anglo,Six to Twelve Years Old,Medically Involved,2
2013,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2013,3-Arlington,Male,Hispanic,Birth to Five Years Old,Medically Involved,4
2013,3-Arlington,Male,Hispanic,Six to Twelve Years Old,Medically Involved,3
2013,3-Arlington,Male,Other,Birth to Five Years Old,Medically Involved,2
2013,3-Arlington,Male,Other,Six to Twelve Years Old,Medically Involved,1
